"","Year","Month","Country","Rain_fall","Temperature","Date"
"3555","2012",3,"GRC",38.6374,8.94259,"2012-3"
"3556","2012",4,"GRC",65.7065,13.5577,"2012-4"
"3557","2012",5,"GRC",68.7529,17.5411,"2012-5"
"3558","2012",6,"GRC",7.60167,23.1112,"2012-6"
"3559","2012",7,"GRC",2.23125,25.9151,"2012-7"
"3560","2012",8,"GRC",16.3319,25.6196,"2012-8"
"3561","2012",9,"GRC",39.1605,21.3151,"2012-9"
"3562","2012",10,"GRC",48.584,17.637,"2012-10"
"3563","2012",11,"GRC",83.501,12.2798,"2012-11"
"3564","2012",12,"GRC",143.475,5.74299,"2012-12"
"3565","2013",1,"GRC",111.289,5.72611,"2013-1"
"3566","2013",2,"GRC",109.872,7.1486,"2013-2"
"3567","2013",3,"GRC",50.666,9.77241,"2013-3"
"3568","2013",4,"GRC",16.1596,13.9478,"2013-4"
"3569","2013",5,"GRC",27.3765,18.9628,"2013-5"
"3570","2013",6,"GRC",44.9212,21.5825,"2013-6"
"3571","2013",7,"GRC",19.9638,24.342,"2013-7"
"3572","2013",8,"GRC",9.35227,25.3917,"2013-8"
"3573","2013",9,"GRC",15.1116,20.6809,"2013-9"
"3574","2013",10,"GRC",37.2206,14.8989,"2013-10"
"3575","2013",11,"GRC",113.081,11.6158,"2013-11"
"3576","2013",12,"GRC",67.0649,5.36586,"2013-12"
"3577","2014",1,"GRC",98.0918,7.18543,"2014-1"
"3578","2014",2,"GRC",47.8941,8.1539,"2014-2"
"3579","2014",3,"GRC",88.5546,9.89652,"2014-3"
"3580","2014",4,"GRC",64.4738,12.8186,"2014-4"
"3581","2014",5,"GRC",32.7593,16.7661,"2014-5"
"3582","2014",6,"GRC",47.2703,21.2348,"2014-6"
"3583","2014",7,"GRC",52.3483,23.6674,"2014-7"
"3584","2014",8,"GRC",15.2142,24.5461,"2014-8"
"3585","2014",9,"GRC",76.4594,20.0978,"2014-9"
"3586","2014",10,"GRC",103.573,14.9359,"2014-10"
"3587","2014",11,"GRC",69.1528,10.944,"2014-11"
"3588","2014",12,"GRC",169.986,7.4725,"2014-12"
"3589","2015",1,"GRC",80.736,5.22897,"2015-1"
"3590","2015",2,"GRC",81.9815,5.81233,"2015-2"
"3591","2015",3,"GRC",109.454,8.57033,"2015-3"
"3592","2015",4,"GRC",26.909,12.1135,"2015-4"
"3593","2015",5,"GRC",21.495,18.0439,"2015-5"
"3594","2015",6,"GRC",64.4155,20.8654,"2015-6"
"3595","2015",7,"GRC",8.81861,25.0275,"2015-7"
"3596","2015",8,"GRC",39.4288,24.2613,"2015-8"
"3597","2015",9,"GRC",92.9045,21.6161,"2015-9"
"3598","2015",10,"GRC",114.467,15.5833,"2015-10"
"3599","2015",11,"GRC",58.9469,11.6731,"2015-11"
"3600","2015",12,"GRC",6.66703,5.80603,"2015-12"
"3601","1991",1,"HUN",10.046,-0.2351,"1991-1"
"3602","1991",2,"HUN",32.0283,-2.6255,"1991-2"
"3603","1991",3,"HUN",21.099,7.41375,"1991-3"
"3604","1991",4,"HUN",41.9461,9.11181,"1991-4"
"3605","1991",5,"HUN",83.9577,12.316,"1991-5"
"3606","1991",6,"HUN",56.2447,18.4426,"1991-6"
"3607","1991",7,"HUN",116.234,21.5689,"1991-7"
"3608","1991",8,"HUN",63.6904,19.8978,"1991-8"
"3609","1991",9,"HUN",28.5381,16.9204,"1991-9"
"3610","1991",10,"HUN",80.8897,9.6357,"1991-10"
"3611","1991",11,"HUN",77.7866,5.50397,"1991-11"
"3612","1991",12,"HUN",29.9402,-2.3613,"1991-12"
"3613","1992",1,"HUN",12.9596,-0.358,"1992-1"
"3614","1992",2,"HUN",16.9178,2.41395,"1992-2"
"3615","1992",3,"HUN",37.6985,5.82584,"1992-3"
"3616","1992",4,"HUN",31.8955,11.2599,"1992-4"
"3617","1992",5,"HUN",27.0576,15.741,"1992-5"
"3618","1992",6,"HUN",94.7645,19.4421,"1992-6"
"3619","1992",7,"HUN",42.5475,21.3085,"1992-7"
"3620","1992",8,"HUN",9.74532,23.4025,"1992-8"
"3621","1992",9,"HUN",45.3189,16.2589,"1992-9"
"3622","1992",10,"HUN",96.3691,9.95531,"1992-10"
"3623","1992",11,"HUN",61.8865,5.7147,"1992-11"
"3624","1992",12,"HUN",44.8402,-0.4932,"1992-12"
"3625","1993",1,"HUN",15.9479,-0.4558,"1993-1"
"3626","1993",2,"HUN",12.2917,-1.6701,"1993-2"
"3627","1993",3,"HUN",31.1411,3.97822,"1993-3"
"3628","1993",4,"HUN",30.7295,10.7472,"1993-4"
"3629","1993",5,"HUN",27.2431,18.1333,"1993-5"
"3630","1993",6,"HUN",51.663,19.1587,"1993-6"
"3631","1993",7,"HUN",58.888,19.6413,"1993-7"
"3632","1993",8,"HUN",42.3583,20.8094,"1993-8"
"3633","1993",9,"HUN",56.9474,15.4843,"1993-9"
"3634","1993",10,"HUN",73.7142,11.9644,"1993-10"
"3635","1993",11,"HUN",71.5153,1.7109,"1993-11"
"3636","1993",12,"HUN",69.372,2.21105,"1993-12"
"3637","1994",1,"HUN",37.5588,2.53182,"1994-1"
"3638","1994",2,"HUN",21.643,1.47437,"1994-2"
"3639","1994",3,"HUN",27.1051,8.23434,"1994-3"
"3640","1994",4,"HUN",76.8072,11.0386,"1994-4"
"3641","1994",5,"HUN",66.0643,15.4255,"1994-5"
"3642","1994",6,"HUN",54.9377,19.1541,"1994-6"
"3643","1994",7,"HUN",42.586,23.0848,"1994-7"
"3644","1994",8,"HUN",74.8198,21.8025,"1994-8"
"3645","1994",9,"HUN",50.2285,18.8667,"1994-9"
"3646","1994",10,"HUN",59.0833,9.42518,"1994-10"
"3647","1994",11,"HUN",26.7611,5.96747,"1994-11"
"3648","1994",12,"HUN",30.1096,1.1817,"1994-12"
"3649","1995",1,"HUN",34.533,-1.1825,"1995-1"
"3650","1995",2,"HUN",52.9718,5.02989,"1995-2"
"3651","1995",3,"HUN",41.4876,5.13946,"1995-3"
"3652","1995",4,"HUN",54.0219,10.6564,"1995-4"
"3653","1995",5,"HUN",74.8513,14.8765,"1995-5"
"3654","1995",6,"HUN",108.775,18.0822,"1995-6"
"3655","1995",7,"HUN",45.8917,22.9348,"1995-7"
"3656","1995",8,"HUN",79.0777,19.925,"1995-8"
"3657","1995",9,"HUN",78.5878,14.8615,"1995-9"
"3658","1995",10,"HUN",3.61307,11.934,"1995-10"
"3659","1995",11,"HUN",49.9928,2.41766,"1995-11"
"3660","1995",12,"HUN",66.7398,-0.2449,"1995-12"
"3661","1996",1,"HUN",44.8019,-2.3716,"1996-1"
"3662","1996",2,"HUN",27.8667,-2.718,"1996-2"
"3663","1996",3,"HUN",17.4003,1.82745,"1996-3"
"3664","1996",4,"HUN",55.2623,11.1293,"1996-4"
"3665","1996",5,"HUN",94.0221,16.9843,"1996-5"
"3666","1996",6,"HUN",48.6139,19.702,"1996-6"
"3667","1996",7,"HUN",56.2074,18.9542,"1996-7"
"3668","1996",8,"HUN",81.4171,19.9773,"1996-8"
"3669","1996",9,"HUN",103.171,12.8086,"1996-9"
"3670","1996",10,"HUN",37.7715,11.2629,"1996-10"
"3671","1996",11,"HUN",36.7651,7.55542,"1996-11"
"3672","1996",12,"HUN",49.5253,-1.912,"1996-12"
"3673","1997",1,"HUN",21.9764,-2.4032,"1997-1"
"3674","1997",2,"HUN",14.2785,2.2038,"1997-2"
"3675","1997",3,"HUN",17.5062,5.35228,"1997-3"
"3676","1997",4,"HUN",39.031,7.42845,"1997-4"
"3677","1997",5,"HUN",57.6149,16.2568,"1997-5"
"3678","1997",6,"HUN",72.0426,19.1891,"1997-6"
"3679","1997",7,"HUN",100.037,19.3596,"1997-7"
"3680","1997",8,"HUN",46.649,20.4797,"1997-8"
"3681","1997",9,"HUN",23.4665,15.9549,"1997-9"
"3682","1997",10,"HUN",31.7201,8.52923,"1997-10"
"3683","1997",11,"HUN",55.5981,5.77243,"1997-11"
"3684","1997",12,"HUN",47.6773,2.01897,"1997-12"
"3685","1998",1,"HUN",34.7561,2.00459,"1998-1"
"3686","1998",2,"HUN",4.00315,4.77705,"1998-2"
"3687","1998",3,"HUN",19.6668,4.27632,"1998-3"
"3688","1998",4,"HUN",69.4363,12.0142,"1998-4"
"3689","1998",5,"HUN",69.3003,15.2657,"1998-5"
"3690","1998",6,"HUN",78.4056,20.0492,"1998-6"
"3691","1998",7,"HUN",87.0986,20.7362,"1998-7"
"3692","1998",8,"HUN",56.2208,20.8832,"1998-8"
"3693","1998",9,"HUN",107.659,15.381,"1998-9"
"3694","1998",10,"HUN",82.869,11.3951,"1998-10"
"3695","1998",11,"HUN",60.1271,2.85776,"1998-11"
"3696","1998",12,"HUN",27.838,-3.6243,"1998-12"
"3697","1999",1,"HUN",18.5874,-0.6079,"1999-1"
"3698","1999",2,"HUN",59.4864,0.2267,"1999-2"
"3699","1999",3,"HUN",21.5761,7.12555,"1999-3"
"3700","1999",4,"HUN",63.2632,11.9676,"1999-4"
"3701","1999",5,"HUN",63.6077,15.5492,"1999-5"
"3702","1999",6,"HUN",111.573,19.2926,"1999-6"
"3703","1999",7,"HUN",117.69,21.4249,"1999-7"
"3704","1999",8,"HUN",73.343,19.8767,"1999-8"
"3705","1999",9,"HUN",30.021,18.4631,"1999-9"
"3706","1999",10,"HUN",32.7295,11.065,"1999-10"
"3707","1999",11,"HUN",76.7713,3.36256,"1999-11"
"3708","1999",12,"HUN",70.3181,0.11056,"1999-12"
"3709","2000",1,"HUN",22.3327,-2.563,"2000-1"
"3710","2000",2,"HUN",21.0753,3.17731,"2000-2"
"3711","2000",3,"HUN",51.8482,5.87099,"2000-3"
"3712","2000",4,"HUN",53.9492,13.8724,"2000-4"
"3713","2000",5,"HUN",33.6345,17.5007,"2000-5"
"3714","2000",6,"HUN",27.5257,20.4906,"2000-6"
"3715","2000",7,"HUN",73.4758,19.5975,"2000-7"
"3716","2000",8,"HUN",18.0642,22.4688,"2000-8"
"3717","2000",9,"HUN",36.786,15.7019,"2000-9"
"3718","2000",10,"HUN",21.7062,13.4068,"2000-10"
"3719","2000",11,"HUN",46.6646,8.53011,"2000-11"
"3720","2000",12,"HUN",48.0666,2.25066,"2000-12"
"3721","2001",1,"HUN",55.3663,0.72191,"2001-1"
"3722","2001",2,"HUN",15.4546,2.83329,"2001-2"
"3723","2001",3,"HUN",71.373,7.83518,"2001-3"
"3724","2001",4,"HUN",48.8032,10.4164,"2001-4"
"3725","2001",5,"HUN",28.9517,17.3357,"2001-5"
"3726","2001",6,"HUN",90.4828,17.6323,"2001-6"
"3727","2001",7,"HUN",88.9045,21.1648,"2001-7"
"3728","2001",8,"HUN",35.5949,22.0599,"2001-8"
"3729","2001",9,"HUN",101.359,14.4761,"2001-9"
"3730","2001",10,"HUN",10.1898,13.5201,"2001-10"
"3731","2001",11,"HUN",43.0367,3.15671,"2001-11"
"3732","2001",12,"HUN",22.3658,-4.2246,"2001-12"
"3733","2002",1,"HUN",9.99412,-0.8655,"2002-1"
"3734","2002",2,"HUN",25.871,4.98193,"2002-2"
"3735","2002",3,"HUN",23.7741,7.69967,"2002-3"
"3736","2002",4,"HUN",47.5103,10.7692,"2002-4"
"3737","2002",5,"HUN",53.4952,18.2445,"2002-5"
"3738","2002",6,"HUN",56.9274,20.5852,"2002-6"
"3739","2002",7,"HUN",81.9274,22.3807,"2002-7"
"3740","2002",8,"HUN",101.553,20.9192,"2002-8"
"3741","2002",9,"HUN",59.1956,15.4713,"2002-9"
"3742","2002",10,"HUN",66.1836,10.3603,"2002-10"
"3743","2002",11,"HUN",36.0348,7.49361,"2002-11"
"3744","2002",12,"HUN",45.1745,-1.1289,"2002-12"
"3745","2003",1,"HUN",44.6267,-2.3989,"2003-1"
"3746","2003",2,"HUN",21.4595,-3.7774,"2003-2"
"3747","2003",3,"HUN",7.45548,5.13631,"2003-3"
"3748","2003",4,"HUN",24.3589,10.102,"2003-4"
"3749","2003",5,"HUN",47.1471,19.0385,"2003-5"
"3750","2003",6,"HUN",40.548,21.3466,"2003-6"
"3751","2003",7,"HUN",77.8652,21.7078,"2003-7"
"3752","2003",8,"HUN",28.708,23.2865,"2003-8"
"3753","2003",9,"HUN",40.9777,16.2153,"2003-9"
"3754","2003",10,"HUN",83.3136,8.51149,"2003-10"
"3755","2003",11,"HUN",34.8028,7.00498,"2003-11"
"3756","2003",12,"HUN",22.8976,0.50579,"2003-12"
"3757","2004",1,"HUN",39.5184,-2.6443,"2004-1"
"3758","2004",2,"HUN",51.4976,1.49791,"2004-2"
"3759","2004",3,"HUN",50.8955,5.3509,"2004-3"
"3760","2004",4,"HUN",63.9351,11.4992,"2004-4"
"3761","2004",5,"HUN",62.7435,14.2378,"2004-5"
"3762","2004",6,"HUN",96.4345,18.5281,"2004-6"
"3763","2004",7,"HUN",73.4777,20.6158,"2004-7"
"3764","2004",8,"HUN",64.3314,20.591,"2004-8"
"3765","2004",9,"HUN",34.4721,15.6133,"2004-9"
"3766","2004",10,"HUN",58.5363,12.273,"2004-10"
"3767","2004",11,"HUN",61.6773,5.71526,"2004-11"
"3768","2004",12,"HUN",34.3427,1.05863,"2004-12"
"3769","2005",1,"HUN",24.7375,-0.3401,"2005-1"
"3770","2005",2,"HUN",47.6523,-2.685,"2005-2"
"3771","2005",3,"HUN",26.9943,3.5472,"2005-3"
"3772","2005",4,"HUN",73.0496,11.2901,"2005-4"
"3773","2005",5,"HUN",64.8911,16.2191,"2005-5"
"3774","2005",6,"HUN",67.608,18.7849,"2005-6"
"3775","2005",7,"HUN",100.869,20.7935,"2005-7"
"3776","2005",8,"HUN",135.577,19.198,"2005-8"
"3777","2005",9,"HUN",56.4367,17.0014,"2005-9"
"3778","2005",10,"HUN",8.74188,11.2742,"2005-10"
"3779","2005",11,"HUN",33.4243,4.10508,"2005-11"
"3780","2005",12,"HUN",79.0197,0.37065,"2005-12"
"3781","2006",1,"HUN",33.8343,-3.6229,"2006-1"
"3782","2006",2,"HUN",38.7235,-0.8406,"2006-2"
"3783","2006",3,"HUN",45.2025,3.87781,"2006-3"
"3784","2006",4,"HUN",58.2573,12.0286,"2006-4"
"3785","2006",5,"HUN",87.7872,15.1934,"2006-5"
"3786","2006",6,"HUN",109.014,19.1629,"2006-6"
"3787","2006",7,"HUN",29.3001,23.0103,"2006-7"
"3788","2006",8,"HUN",120.748,18.827,"2006-8"
"3789","2006",9,"HUN",18.8196,17.7749,"2006-9"
"3790","2006",10,"HUN",23.165,12.6973,"2006-10"
"3791","2006",11,"HUN",27.0949,7.09253,"2006-11"
"3792","2006",12,"HUN",13.2644,2.32522,"2006-12"
"3793","2007",1,"HUN",42.2054,4.31832,"2007-1"
"3794","2007",2,"HUN",48.5656,4.7431,"2007-2"
"3795","2007",3,"HUN",50.55,8.37398,"2007-3"
"3796","2007",4,"HUN",4.02837,12.8579,"2007-4"
"3797","2007",5,"HUN",76.9766,17.4776,"2007-5"
"3798","2007",6,"HUN",55.8425,21.3355,"2007-6"
"3799","2007",7,"HUN",45.546,22.6641,"2007-7"
"3800","2007",8,"HUN",85.0556,21.8099,"2007-8"
"3801","2007",9,"HUN",84.296,14.5013,"2007-9"
"3802","2007",10,"HUN",63.6736,10.381,"2007-10"
"3803","2007",11,"HUN",52.3183,3.75688,"2007-11"
"3804","2007",12,"HUN",39.3417,-0.7263,"2007-12"
"3805","2008",1,"HUN",23.3827,1.13771,"2008-1"
"3806","2008",2,"HUN",6.84518,3.93935,"2008-2"
"3807","2008",3,"HUN",58.7064,6.51399,"2008-3"
"3808","2008",4,"HUN",43.2548,11.4917,"2008-4"
"3809","2008",5,"HUN",47.2638,16.5923,"2008-5"
"3810","2008",6,"HUN",109.042,20.5559,"2008-6"
"3811","2008",7,"HUN",107.788,20.8987,"2008-7"
"3812","2008",8,"HUN",46.7205,21.4051,"2008-8"
"3813","2008",9,"HUN",50.027,15.4468,"2008-9"
"3814","2008",10,"HUN",29.6394,12.2349,"2008-10"
"3815","2008",11,"HUN",36.499,6.82177,"2008-11"
"3816","2008",12,"HUN",66.3522,2.6162,"2008-12"
"3817","2009",1,"HUN",48.471,-1.8218,"2009-1"
"3818","2009",2,"HUN",45.3904,1.19946,"2009-2"
"3819","2009",3,"HUN",46.9805,5.7663,"2009-3"
"3820","2009",4,"HUN",14.0804,14.3259,"2009-4"
"3821","2009",5,"HUN",42.668,16.9722,"2009-5"
"3822","2009",6,"HUN",112.23,18.7174,"2009-6"
"3823","2009",7,"HUN",53.3721,22.1221,"2009-7"
"3824","2009",8,"HUN",49.4461,22.0064,"2009-8"
"3825","2009",9,"HUN",26.1735,18.5499,"2009-9"
"3826","2009",10,"HUN",62.3742,11.0262,"2009-10"
"3827","2009",11,"HUN",73.2692,7.04607,"2009-11"
"3828","2009",12,"HUN",74.2898,1.5433,"2009-12"
"3829","2010",1,"HUN",52.2305,-1.9947,"2010-1"
"3830","2010",2,"HUN",50.1851,0.99796,"2010-2"
"3831","2010",3,"HUN",21.9667,6.11521,"2010-3"
"3832","2010",4,"HUN",66.7635,11.4948,"2010-4"
"3833","2010",5,"HUN",140.433,15.7143,"2010-5"
"3834","2010",6,"HUN",119.983,19.5902,"2010-6"
"3835","2010",7,"HUN",78.5623,22.5314,"2010-7"
"3836","2010",8,"HUN",92.9786,20.8907,"2010-8"
"3837","2010",9,"HUN",101.717,14.9581,"2010-9"
"3838","2010",10,"HUN",37.7244,8.55462,"2010-10"
"3839","2010",11,"HUN",70.9512,8.31359,"2010-11"
"3840","2010",12,"HUN",64.7058,-1.4477,"2010-12"
"3841","2011",1,"HUN",19.2212,-0.5297,"2011-1"
"3842","2011",2,"HUN",12.3212,-0.3518,"2011-2"
"3843","2011",3,"HUN",30.2998,6.2198,"2011-3"
"3844","2011",4,"HUN",21.3469,12.9339,"2011-4"
"3845","2011",5,"HUN",51.8589,16.2534,"2011-5"
"3846","2011",6,"HUN",70.2279,20.1986,"2011-6"
"3847","2011",7,"HUN",100.072,20.6215,"2011-7"
"3848","2011",8,"HUN",31.1176,22.0793,"2011-8"
"3849","2011",9,"HUN",19.371,19.2635,"2011-9"
"3850","2011",10,"HUN",34.0815,10.2392,"2011-10"
"3851","2011",11,"HUN",0.84516,2.63336,"2011-11"
"3852","2011",12,"HUN",49.7822,2.49219,"2011-12"
"3853","2012",1,"HUN",35.8085,0.35506,"2012-1"
"3854","2012",2,"HUN",26.9354,-3.9652,"2012-2"
"3855","2012",3,"HUN",5.06204,7.79046,"2012-3"
"3856","2012",4,"HUN",39.2921,12.0594,"2012-4"
"3857","2012",5,"HUN",66.3654,16.8224,"2012-5"
"3858","2012",6,"HUN",65.1153,21.1138,"2012-6"
"3859","2012",7,"HUN",76.5902,23.0977,"2012-7"
"3860","2012",8,"HUN",16.3701,22.7858,"2012-8"
"3861","2012",9,"HUN",40.447,18.3712,"2012-9"
"3862","2012",10,"HUN",72.3968,11.5527,"2012-10"
"3863","2012",11,"HUN",37.6164,7.61071,"2012-11"
"3864","2012",12,"HUN",48.8631,-0.6257,"2012-12"
"3865","2013",1,"HUN",58.8496,-0.1405,"2013-1"
"3866","2013",2,"HUN",65.5566,2.07527,"2013-2"
"3867","2013",3,"HUN",72.0988,3.75923,"2013-3"
"3868","2013",4,"HUN",32.321,12.4133,"2013-4"
"3869","2013",5,"HUN",94.4508,16.2837,"2013-5"
"3870","2013",6,"HUN",64.9492,19.6988,"2013-6"
"3871","2013",7,"HUN",21.0961,22.3515,"2013-7"
"3872","2013",8,"HUN",54.9545,22.5352,"2013-8"
"3873","2013",9,"HUN",58.6675,15.2059,"2013-9"
"3874","2013",10,"HUN",28.5436,12.6357,"2013-10"
"3875","2013",11,"HUN",68.3699,7.38706,"2013-11"
"3876","2013",12,"HUN",9.22568,1.43826,"2013-12"
"3877","2014",1,"HUN",35.3717,2.49679,"2014-1"
"3878","2014",2,"HUN",49.5442,4.67304,"2014-2"
"3879","2014",3,"HUN",18.3001,9.45817,"2014-3"
"3880","2014",4,"HUN",45.1351,12.6754,"2014-4"
"3881","2014",5,"HUN",107.834,15.4566,"2014-5"
"3882","2014",6,"HUN",55.8263,19.6641,"2014-6"
"3883","2014",7,"HUN",113.396,21.5702,"2014-7"
"3884","2014",8,"HUN",87.8297,20.0321,"2014-8"
"3885","2014",9,"HUN",94.3475,17.0717,"2014-9"
"3886","2014",10,"HUN",68.7324,12.5082,"2014-10"
"3887","2014",11,"HUN",29.7603,7.55658,"2014-11"
"3888","2014",12,"HUN",50.6811,2.77345,"2014-12"
"3889","2015",1,"HUN",57.9975,1.69768,"2015-1"
"3890","2015",2,"HUN",25.5139,1.90036,"2015-2"
"3891","2015",3,"HUN",29.0056,6.85736,"2015-3"
"3892","2015",4,"HUN",18.9152,11.147,"2015-4"
"3893","2015",5,"HUN",84.6286,16.1829,"2015-5"
"3894","2015",6,"HUN",45.0501,20.1569,"2015-6"
"3895","2015",7,"HUN",51.4536,23.3558,"2015-7"
"3896","2015",8,"HUN",68.9543,23.3751,"2015-8"
"3897","2015",9,"HUN",63.634,17.8259,"2015-9"
"3898","2015",10,"HUN",94.6092,10.5424,"2015-10"
"3899","2015",11,"HUN",37.3531,6.917,"2015-11"
"3900","2015",12,"HUN",7.42681,2.71874,"2015-12"
"3901","1991",1,"IRL",108.782,3.88835,"1991-1"
"3902","1991",2,"IRL",91.2759,3.40125,"1991-2"
"3903","1991",3,"IRL",105.699,7.41071,"1991-3"
"3904","1991",4,"IRL",127.777,7.82138,"1991-4"
"3905","1991",5,"IRL",9.29378,10.9145,"1991-5"
"3906","1991",6,"IRL",92.2947,11.8027,"1991-6"
"3907","1991",7,"IRL",70.4617,15.5926,"1991-7"
"3908","1991",8,"IRL",39.9648,15.4398,"1991-8"
"3909","1991",9,"IRL",79.6577,13.7431,"1991-9"
"3910","1991",10,"IRL",125.176,9.23235,"1991-10"
"3911","1991",11,"IRL",138.332,6.58217,"1991-11"
"3912","1991",12,"IRL",70.167,6.37421,"1991-12"
"3913","1992",1,"IRL",77.2519,5.25798,"1992-1"
"3914","1992",2,"IRL",81.3275,6.29051,"1992-2"
"3915","1992",3,"IRL",118.743,7.33933,"1992-3"
"3916","1992",4,"IRL",106.457,7.97665,"1992-4"
"3917","1992",5,"IRL",57.183,11.8396,"1992-5"
"3918","1992",6,"IRL",35.6065,14.3009,"1992-6"
"3919","1992",7,"IRL",100.878,15.0111,"1992-7"
"3920","1992",8,"IRL",145.426,13.4087,"1992-8"
"3921","1992",9,"IRL",104.707,11.1697,"1992-9"
"3922","1992",10,"IRL",66.1333,7.50975,"1992-10"
"3923","1992",11,"IRL",139.76,7.1633,"1992-11"
"3924","1992",12,"IRL",94.0505,4.6021,"1992-12"
"3925","1993",1,"IRL",143.413,6.00429,"1993-1"
"3926","1993",2,"IRL",29.4973,6.49864,"1993-2"
"3927","1993",3,"IRL",63.2764,6.61465,"1993-3"
"3928","1993",4,"IRL",109.208,9.01022,"1993-4"
"3929","1993",5,"IRL",132.312,10.1468,"1993-5"
"3930","1993",6,"IRL",95.8215,13.193,"1993-6"
"3931","1993",7,"IRL",87.2793,14.0143,"1993-7"
"3932","1993",8,"IRL",47.3194,13.4543,"1993-8"
"3933","1993",9,"IRL",134.322,11.7978,"1993-9"
"3934","1993",10,"IRL",59.7301,7.56917,"1993-10"
"3935","1993",11,"IRL",87.9199,6.09707,"1993-11"
"3936","1993",12,"IRL",208.845,5.42294,"1993-12"
"3937","1994",1,"IRL",153.037,5.20634,"1994-1"
"3938","1994",2,"IRL",149.335,4.46257,"1994-2"
"3939","1994",3,"IRL",128.177,6.95473,"1994-3"
"3940","1994",4,"IRL",109.988,7.29588,"1994-4"
"3941","1994",5,"IRL",69.42,9.81724,"1994-5"
"3942","1994",6,"IRL",59.3005,12.3371,"1994-6"
"3943","1994",7,"IRL",88.0882,14.6928,"1994-7"
"3944","1994",8,"IRL",84.7735,13.8759,"1994-8"
"3945","1994",9,"IRL",93.8243,11.6978,"1994-9"
"3946","1994",10,"IRL",70.7646,10.052,"1994-10"
"3947","1994",11,"IRL",101.789,9.35606,"1994-11"
"3948","1994",12,"IRL",176.646,6.56147,"1994-12"
"3949","1995",1,"IRL",185.123,4.96684,"1995-1"
"3950","1995",2,"IRL",150.922,6.09826,"1995-2"
"3951","1995",3,"IRL",100.647,5.46008,"1995-3"
"3952","1995",4,"IRL",34.4481,8.44373,"1995-4"
"3953","1995",5,"IRL",68.6649,10.3428,"1995-5"
"3954","1995",6,"IRL",29.2108,13.712,"1995-6"
"3955","1995",7,"IRL",93.0187,16.45,"1995-7"
"3956","1995",8,"IRL",13.8647,17.2233,"1995-8"
"3957","1995",9,"IRL",72.0119,12.7461,"1995-9"
"3958","1995",10,"IRL",164.675,11.954,"1995-10"
"3959","1995",11,"IRL",145.106,7.8302,"1995-11"
"3960","1995",12,"IRL",83.7914,3.99757,"1995-12"
"3961","1996",1,"IRL",130.389,5.72451,"1996-1"
"3962","1996",2,"IRL",116.81,3.86292,"1996-2"
"3963","1996",3,"IRL",103.61,5.39088,"1996-3"
"3964","1996",4,"IRL",92.5019,8.33557,"1996-4"
"3965","1996",5,"IRL",75.124,8.59231,"1996-5"
"3966","1996",6,"IRL",34.3929,13.0633,"1996-6"
"3967","1996",7,"IRL",63.3688,14.7163,"1996-7"
"3968","1996",8,"IRL",106.775,14.5225,"1996-8"
"3969","1996",9,"IRL",40.529,13.3832,"1996-9"
"3970","1996",10,"IRL",173.861,10.8168,"1996-10"
"3971","1996",11,"IRL",133.655,6.03414,"1996-11"
"3972","1996",12,"IRL",56.0519,4.16692,"1996-12"
"3973","1997",1,"IRL",34.1484,4.10297,"1997-1"
"3974","1997",2,"IRL",156.321,6.27963,"1997-2"
"3975","1997",3,"IRL",38.3615,7.83052,"1997-3"
"3976","1997",4,"IRL",47.5562,9.43345,"1997-4"
"3977","1997",5,"IRL",91.1435,11.0374,"1997-5"
"3978","1997",6,"IRL",112.021,12.794,"1997-6"
"3979","1997",7,"IRL",77.9432,15.1827,"1997-7"
"3980","1997",8,"IRL",140.007,16.1399,"1997-8"
"3981","1997",9,"IRL",60.3517,13.2546,"1997-9"
"3982","1997",10,"IRL",109.199,10.7217,"1997-10"
"3983","1997",11,"IRL",141.364,8.23724,"1997-11"
"3984","1997",12,"IRL",133.181,6.35143,"1997-12"
"3985","1998",1,"IRL",152.345,5.46139,"1998-1"
"3986","1998",2,"IRL",42.7574,7.75915,"1998-2"
"3987","1998",3,"IRL",105.476,8.04138,"1998-3"
"3988","1998",4,"IRL",119.85,7.26036,"1998-4"
"3989","1998",5,"IRL",37.3937,11.5644,"1998-5"
"3990","1998",6,"IRL",134.345,12.7781,"1998-6"
"3991","1998",7,"IRL",89.4129,14.237,"1998-7"
"3992","1998",8,"IRL",78.1966,14.7679,"1998-8"
"3993","1998",9,"IRL",102.827,13.651,"1998-9"
"3994","1998",10,"IRL",159.655,10.2644,"1998-10"
"3995","1998",11,"IRL",135.885,7.17768,"1998-11"
"3996","1998",12,"IRL",137.169,6.31649,"1998-12"
"3997","1999",1,"IRL",152.811,5.42275,"1999-1"
"3998","1999",2,"IRL",66.55,6.18007,"1999-2"
"3999","1999",3,"IRL",71.1969,6.99751,"1999-3"
"4000","1999",4,"IRL",88.4722,9.01121,"1999-4"
"4001","1999",5,"IRL",71.3606,11.6829,"1999-5"
"4002","1999",6,"IRL",63.572,12.284,"1999-6"
"4003","1999",7,"IRL",46.6109,15.8391,"1999-7"
"4004","1999",8,"IRL",103.95,14.9926,"1999-8"
"4005","1999",9,"IRL",193.787,13.7046,"1999-9"
"4006","1999",10,"IRL",64.8194,10.3916,"1999-10"
"4007","1999",11,"IRL",115.99,7.52668,"1999-11"
"4008","1999",12,"IRL",210.329,5.02191,"1999-12"
